path,category
data\raw\noise\esc50\ESC-50-master\audio\5-253094-B-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253094-C-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253094-D-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253101-A-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253101-B-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253101-C-49.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-253534-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-254160-A-22.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-254832-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-254832-B-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-256452-A-5.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-256512-A-30.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\5-257349-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-257642-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\5-257839-A-14.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-259169-A-5.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-259180-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-259514-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-259640-A-29.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-260011-A-34.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-260164-A-23.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-260432-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\5-260433-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\5-260434-A-39.wav,impulsive
data\raw\noise\esc50\ESC-50-master\audio\5-260875-A-35.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-261325-A-9.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-261433-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-261439-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-261464-A-23.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-262641-A-15.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-262957-A-22.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-263490-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-263491-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-263501-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-263775-A-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-263775-B-26.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-263831-A-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-263831-B-6.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-263902-A-36.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-51149-A-25.wav,non_stationary
data\raw\noise\esc50\ESC-50-master\audio\5-61635-A-8.wav,unknown
data\raw\noise\esc50\ESC-50-master\audio\5-9032-A-0.wav,unknown
data\raw\noise\dataset_acoustix\SESA\test\casual_000.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_006.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_009.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_015.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_020.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_027.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_031.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_035.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_038.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_044.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_047.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_054.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_059.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_063.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_069.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_075.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_079.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_083.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_089.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_094.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_096.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_100.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_108.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_112.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_116.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_121.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_125.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_129.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\casual_139.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\test\explosion_000.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_007.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_013.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_022.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_025.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_031.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_034.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_036.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_040.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_046.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_052.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_057.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_063.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_067.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_071.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_079.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_085.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_088.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_095.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_103.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_108.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_113.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_119.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_123.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_129.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_136.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_140.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_147.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_156.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_164.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_168.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_182.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_186.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_189.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_191.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_195.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_199.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_203.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\explosion_208.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_000.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_009.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_014.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_019.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_026.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_027.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_032.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_041.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_045.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_047.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_054.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_061.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_063.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_072.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_076.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_080.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_084.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_091.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_093.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_098.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\gunshot_100.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\test\siren_018.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_030.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_035.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_042.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_047.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_050.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_052.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_059.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_071.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_086.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_089.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_093.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_097.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_099.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_102.wav,stationary
data\raw\noise\dataset_acoustix\SESA\test\siren_105.wav,stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_001.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_002.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_003.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_004.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_005.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_007.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_008.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_010.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_011.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_012.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_013.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_014.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_016.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_017.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_018.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_019.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_021.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_022.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_023.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_024.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_025.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_026.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_028.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_029.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_030.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_032.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_033.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_034.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_036.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_037.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_039.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_040.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_041.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_042.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_043.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_045.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_046.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_048.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_049.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_050.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_051.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_052.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_053.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_055.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_056.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_057.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_058.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_060.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_061.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_062.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_064.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_065.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_066.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_067.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_068.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_070.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_071.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_072.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_073.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_074.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_076.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_077.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_078.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_080.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_081.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_082.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_084.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_085.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_086.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_087.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_088.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_090.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_091.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_092.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_093.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_095.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_097.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_098.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_099.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_101.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_102.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_103.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_104.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_105.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_106.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_107.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_109.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_110.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_111.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_113.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_114.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_115.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_117.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_118.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_119.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_120.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_122.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_123.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_124.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_126.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_127.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_128.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_130.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_131.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_132.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_133.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_134.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_135.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_136.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_137.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_138.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_140.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_141.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_142.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_143.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_144.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_145.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_146.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_147.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_148.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_149.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_150.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_151.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_152.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_153.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_154.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_155.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_156.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_157.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_158.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_159.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_160.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_161.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_162.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_163.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_164.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_165.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_166.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_167.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\casual_168.wav,non_stationary
data\raw\noise\dataset_acoustix\SESA\train\explosion_001.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_002.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_003.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_004.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_005.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_006.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_008.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_009.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_010.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_011.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_012.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_014.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_015.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_016.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_017.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_018.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_019.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_020.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_021.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_023.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_024.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_026.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_027.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_028.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_029.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_030.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_032.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_033.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_035.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_037.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_038.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_039.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_041.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_042.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_043.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_044.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_045.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_047.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_048.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_049.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_050.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_051.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_053.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_054.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_055.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_056.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_058.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_059.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_060.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_061.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_062.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_064.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_065.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_066.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_068.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_069.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_070.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_072.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_073.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_074.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_075.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_076.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_077.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_078.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_080.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_081.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_082.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_083.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_084.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_086.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_087.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_089.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_090.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_091.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_092.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_093.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_094.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_096.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_097.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_098.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_099.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_100.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_101.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_102.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_104.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_105.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_106.wav,impulsive
data\raw\noise\dataset_acoustix\SESA\train\explosion_107.wav,impulsive
